cluster_id,text,count,sustainability_class
1299,Use of lime to correct soil acidity by improving pH and nutrient availability,887,S
1300,Promoting sustainable transportation modes,1372,NS
1301,Development of more resilient infrastructure to withstand tropical cyclones,335,PS
1302,"Exploration of the potential synergistic effects of MQL, additive manufacturing, and AI to enhance machining operations.",252,NR
1303,Enhancement of agricultural productivity,401,NS
1304,State provision of basic public goods,37,NR
1305,Implementing policies for climate change adaptation and mitigation in agriculture,1095,NS
1306,Use of drip irrigation and other efficient irrigation systems,1090,S
1307,Reducing the use of fossil energy,864,NS
1308,Leveraging technological innovation and cross-regional collaboration for sustainable development,215,S
1309,Land use planning to prioritize sustainable food production,30,S
1310,Promoting activities and contacts to enhance multiple aspects of tourists’ wellbeing,965,NR
1311,Establishing information-sharing platforms to improve information acquisition and processing capabilities.,401,S
1312,Adoption of the deficit irrigation method,920,NS
1313,Pipeline repair and replacement strategies for addressing structural or functional degradation of pipelines,601,NS
1314,Establishment of community-based support networks and remote technical assistance for ongoing guidance and troubleshooting.,377,S
1315,Constraints on the use of fungicide,1498,NS
1316,Encouraging collaborative practices and community engagement to enhance educational outcomes.,487,PS
1317,Design and implementation of locally adapted and culturally sound intervention strategies,784,S
1318,Strengthening social support for mothers,251,NR
1319,Intervention programs adapted to the parents’ needs to promote positive parenting strategies,1370,NR
1320,Education to improve support systems and resources for parents,746,NR
1321,Training providers in culturally sensitive care,936,NR
1322,Earned Income Tax Credits (EITCs) for low-wage earners,403,NR
1323,Adoption of mulching as an agricultural practice to maintain soil moisture and reduce soil temperature fluctuation,820,S
1324,Buildings with almost zero energy demand (NZEB) standard,678,S
1325,Revision of support implementation mechanisms towards greater flexibility and efficiency,36,NR
1326,Establishment of appropriate land-use policies,411,S
1327,Feasible economic and fiscal policies for a sustainable environment,121,S
1328,Accelerating the phase out of old vehicles,436,NS
1329,Education and awareness programs for fishers.,470,S
1330,Self-help groups (SHGs) for women to empower them economically and socially,564,PS
1331,Maximum permissible limits for heavy metals in food products set by WHO/FAO,599,S
1332,Expanding community-based disaster education programs to raise awareness and equip local populations with strategies for effective disaster response.,1149,NR
1333,Controlling building height and spacing,461,NS
1334,Development of unplanned settlements on former agricultural lands under the principles of sustainable development,7,
1335,Rehabilitation of brownfields and development of green areas and open public spaces,729,S
1336,Promoting urban compactness and densification,1138,NS
1337,Keeping factories away from residential areas,457,NS
1338,Integrating nature-based interventions into mental health promotion strategies,1007,S
1339,Region-specific ecological planning,273,S
1340,Combining socio-economic and ecological sustainability in nature conservation initiatives.,81,S
1341,Regulatory frameworks to accelerate renewable energy adoption.,632,S
1342,Provider training to improve maternal health outcomes,1642,NR
1343,Enforcing sanitation practices,919,NS
1344,"Foster collaboration between government agencies, private developers, and local communities to ensure inclusive and sustainable urban development plans",105,S
1345,CITES regulations relating to the import and export of species threatened by trade,734,NS
1346,Emission-reduction policy initiatives,778,S
1347,Control of CO2 emissions to reduce economic growth impacts.,324,S
1348,Accelerate industrial reform to reduce carbon emissions,609,S
1349,Encouraging urban development towards low-carbon outcomes,832,NS
1350,Strict control of SO2 and NOx emissions,862,NS
1351,Implement health in all policies,622,S
1352,Sugar-sweetened beverage (SSB) taxation,928,NS
1353,Implementation of food and nutrition labelling,1032,NS
1354,Creating and improving infrastructure,798,NS
1355,Bolstering social support networks,628,NR
1356,Providing input supports to cotton producers,376,NS
1357,Meticulous monitoring of electric vehicle charging to avoid peak loading on the electricity infrastructure,1657,S
1358,Strengthening financial education and literacy,2037,S
1359,"Implementing strategies for faster, more sustainable financial recovery post-disaster.",835,S
1360,Cross-sectoral cooperation for education reform,775,PS
1361,Strengthening air quality monitoring systems,1245,S
1362,Building monthly and annual emission inventories,906,S
1363,Afforestation interventions,670,NS
1364,Adoption of rice-based cropping patterns,1427,NS
1365,Training to increase the adoption of new and improved cowpea varieties,474,S
1366,Intercropping systems,812,NS
1367,Recommendation for integrated use of foliar application of micronutrients and soil application of macronutrients to enhance tomato yield,760,S
1368,Minimum wage policies,1377,NS
1369,Tax exemptions for renewable energy,481,S
1370,Promoting positive interaction between teachers and students,510,NR
1371,Policies that mitigate the exacerbation of inequities caused by school choice,855,NR
1372,Teaching children and adolescents skills to strengthen self-regulation,239,NR
1373,Explore factors responsible for student satisfaction to improve service quality in higher education institutions,308,NR
1374,Fortifying school retention initiatives,229,NS
1375,Awareness campaigns for farmers on improved agricultural practices,937,S
1376,Implementing sustainable management practices for rubber cultivation,542,S
1377,Development and application of indicator systems,425,S
