Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Mobility,Practices,long-distance travel,"  7 715,00 ",
Sufficiency ,Needs,need for home,"  7 695,00 ",
Sufficiency ,Sustainability,sustainable diets,"  7 687,00 ",
Sufficiency ,Needs,human-centred design,"  7 685,00 ",
Sufficiency ,Political Make-up & Governance,metropolitan government,"  7 685,00 ",
Sufficiency ,Technology and Data in Urban Development,metropolitan government,"  7 685,00 ",
Mobility,Mobility demand,demand for transport,"  7 682,00 ",
Digitalisation,Affordability,Blue oceans,"  7 661,00 ",
Mobility,Urbanism,space allocation,"  7 635,00 ",
Trade,Policy & Governance,Protectionist Policies,"  7 608,00 ",
Digitalisation,Affordability,poverty gap,"  7 518,00 ",
Sufficiency ,General challenges/barriers,political barriers,"  7 500,00 ",
Mobility,Mobility access,transport accessibility,"  7 353,00 ",
Food,Food/ Food system,food utilization,"  7 303,00 ",
Sufficiency ,Justice,justice framework,"  7 300,00 ",
Sufficiency ,International initiatives impact on local sufficiency,European Bank for Reconstruction and Development,"  7 278,00 ",
Sufficiency ,Well-being,societal well-being,"  7 269,00 ",
Urban settlements ,Urban form and morphology,Low-impact development,"  7 261,00 ",
Trade,Policy & Governance,Trade and Sustainability,"  7 255,00 ",
Trade,Trade and Sufficiency,Trade for Sustainability,"  7 255,00 ",
Food,Nutrition principles,agriculture and nutrition,"  7 249,00 ",
Food,Food/ Food system,waste prevention,"  7 238,00 ",
Sufficiency ,Sustainability,food sustainability,"  7 163,00 ",
Logistic,Transport infrastructure,multimodal transport,"  7 148,00 ",
Logistic,Transport infrastructure,rail infrastructure,"  7 106,00 ",
Urban settlements ,Urban densification and urban sprawl,City growth,"  7 080,00 ",
Housing,Using Buildings,shared functionality,"  7 035,00 ",
Food,Practices,food education,"  7 032,00 ",
Sufficiency ,Social and Economic Sustainability Goals,co-parenting,"  7 008,00 ",
Sufficiency ,Drivers of production,industrial symbiosis,"  6 963,00 ",
Sufficiency ,Political Make-up & Governance,two party system,"  6 951,00 ",
Food,General resilient and sustainable agricultural principles,diversified cropping,"  6 908,00 ",
Trade,Global Competitiveness,trade-offs exist,"  6 851,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,biophilia,"  6 794,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainable Marketing,"  6 752,00 ",
Mobility,Metrics,vehicle miles traveled,"  6 721,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainability Communication,"  6 684,00 ",
Urban settlements ,Sustainable urban planning,land restoration,"  6 637,00 ",
Trade,Power Dynamics and Trade,Export Processing Zones,"  6 624,00 ",
Sufficiency ,Sufficiency,middle path,"  6 599,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",town hall meeting,"  6 589,00 ",
Urban settlements ,Urban waste management infrastructure,sanitation infrastructure,"  6 557,00 ",
Sufficiency ,Well-being,wellbeing outcome,"  6 508,00 ",
Housing,Buildings and their Attributes,non residential building,"  6 437,00 ",
Housing,Buildings and their Attributes,non-residential building,"  6 437,00 ",
Trade,Innovation / Technology,passive design,"  6 422,00 ",
Trade,Consumer Goods,Shared mobility,"  6 407,00 ",
Urban settlements ,Urban form and morphology,Eco-city,"  6 395,00 ",
Sufficiency ,Needs,need for housing,"  6 388,00 ",
Sufficiency ,Planetary boundaries,synergy and trade-off,"  6 218,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,impact investment,"  6 185,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",antidiscrimination law,"  6 171,00 ",
Sufficiency ,Drivers of production,end market,"  6 131,00 ",
Urban settlements ,Urban form and morphology,Mixed-use developments,"  6 126,00 ",
Trade,Power Dynamics and Trade,Trade Sanctions,"  6 108,00 ",
Sufficiency ,Political Make-up & Governance,top-down policy,"  6 054,00 ",
Sufficiency ,Political Make-up & Governance,top down policy,"  6 054,00 ",
Sufficiency ,Technology and Data in Urban Development,top-down policy,"  6 054,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,DPSIR,"  6 045,00 ",
Sufficiency ,Political Make-up & Governance,multi-party system,"  6 036,00 ",
Sufficiency ,Political Make-up & Governance,multi party system,"  6 036,00 ",
Sufficiency ,Lifestyle,communal living,"  5 973,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban green areas,"  5 967,00 ",
Trade,Housing,passive house,"  5 919,00 ",
Food,Production / agriculture,small and marginal farmers,"  5 881,00 ",
Urban settlements ,Urban form and morphology,Regional connectivity,"  5 857,00 ",
Trade,Transportation,Intermodal transport,"  5 825,00 ",
Housing,Building Sector Policies and Measures,real estate tax,"  5 821,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainability Culture,"  5 804,00 ",
Sufficiency ,General challenges/barriers,policy barriers,"  5 710,00 ",
Housing,Using Buildings,community housing,"  5 707,00 ",
Sufficiency ,Drivers of production,omni-channel,"  5 677,00 ",
Mobility,Lifestyle and behaviour,mobility behavior,"  5 665,00 ",
Housing,Using Buildings,permanent housing,"  5 660,00 ",
Sufficiency ,Social and Economic Sustainability Goals,decent housing,"  5 656,00 ",
Sufficiency ,Planetary boundaries,ecological limit,"  5 647,00 ",
Sufficiency ,Poverty,elimination of poverty,"  5 613,00 ",
Trade,Negative Economic Impacts of Green Policies,carbon leakage,"  5 611,00 ",
Digitalisation,Material Footprint and E-Waste,critical mineral,"  5 585,00 ",
Sufficiency ,Economic impact (general),local food production,"  5 573,00 ",
Mobility,Mobility policies,reduction in speed,"  5 563,00 ",
Trade,Policy & Governance,Decentralized Governance,"  5 545,00 ",
Trade,Power Dynamics and Trade,Fair Wages,"  5 541,00 ",
Sufficiency ,Poverty,energy deprivation,"  5 536,00 ",
Mobility,Mobility policies,less traffic,"  5 523,00 ",
Mobility,Traffic,Less traffic,"  5 523,00 ",
Urban settlements ,Urban green spaces,urban green infrastructure,"  5 515,00 ",
Trade,Food & Nutrition,Local Farming,"  5 511,00 ",
Logistic,Transport measures,transport flow,"  5 498,00 ",
Trade,Environmental and Resource Use,Sustainability Metrics,"  5 485,00 ",
Digitalisation,Democracy,digital power,"  5 461,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",grassroot movement,"  5 454,00 ",
Mobility,Lifestyle and behaviour,transport behaviour,"  5 421,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,green bond,"  5 419,00 ",
Urban settlements ,Urban waste management infrastructure,municipal waste management,"  5 418,00 ",
Digitalisation,Digital Literacy,E-safety,"  5 402,00 ",
Sufficiency ,Social and Economic Sustainability Goals,adequate standard of living,"  5 399,00 ",
Food,Interventions,multi-component intervention,"  5 365,00 ",
Food,Interventions,multi-component interventions,"  5 365,00 ",
Urban settlements ,Urban green spaces,urban open space,"  5 361,00 ",
Sufficiency ,Driver of consumption,ethical consumption,"  5 356,00 ",
Trade,Power Dynamics and Trade,Trade Expansion,"  5 319,00 ",
Trade,Trade and Sufficiency,Economic Autonomy,"  5 295,00 ",
Urban settlements ,Sustainable urban planning,permeable pavement,"  5 291,00 ",
Sufficiency ,Economic impact (general),peri-urban agriculture,"  5 260,00 ",
Sufficiency ,Resource conservation,footprint reduction,"  5 234,00 ",
Trade,Consumer / Cultural Issues (demand-side),Ethical Consumerism,"  5 191,00 ",
Food,Nutrient principles,nutrient adequacy,"  5 104,00 ",
Trade,Incentives & Behavioral Shifts,social incentives,"  5 085,00 ",
Mobility,Urban environment,compact urban,"  5 053,00 ",
Housing,Buildings and their Attributes,building size,"  5 043,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Property taxation,"  5 029,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Low-carbon society,"  5 007,00 ",
Mobility,Energy/resource/emissions,transport environment,"  4 987,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,resource mobilisation,"  4 965,00 ",
Food,Programs,food assistance program,"  4 950,00 ",
Food,Programs,food assistance programs,"  4 950,00 ",
Sufficiency ,Policies,food security policies,"  4 930,00 ",
Food,Food,food security policy,"  4 930,00 ",
Sufficiency ,Well-being,people’s health,"  4 920,00 ",
Trade,Incentives & Behavioral Shifts,corporate behaviour,"  4 903,00 ",
Food,Biodiversity and pest management,trap cropping,"  4 878,00 ",
Trade,Environmental and Resource Use,Sustainable Mining,"  4 854,00 ",
Sufficiency ,General,market framework,"  4 832,00 ",
Sufficiency ,Political Make-up & Governance,smart governance,"  4 824,00 ",
Housing,Using Buildings,cohousing,"  4 821,00 ",
Trade,Technology & Innovation,AI and blockchain,"  4 795,00 ",
Logistic,Transport infrastructure,container transport,"  4 718,00 ",
Sufficiency ,Mitigation,agriculture emissions,"  4 692,00 ",
Urban settlements ,Urban green spaces,green corridor,"  4 690,00 ",
Urban settlements ,Urban form and morphology,Urban metabolism,"  4 687,00 ",
Urban settlements ,Urban waste management infrastructure,urban metabolism,"  4 687,00 ",
Sufficiency ,Accessibility,Internet adoption,"  4 665,00 ",
Housing,Planning Buildings,ancient architecture,"  4 648,00 ",
Sufficiency ,Resource conservation,net zero energy building,"  4 637,00 ",
Urban settlements ,Urban blue spaces,urban wetlands,"  4 624,00 ",
Trade,Consumer / Cultural Issues (demand-side),Alternative Trade,"  4 592,00 ",
Food,Food/ Food system,food justice,"  4 587,00 ",
Digitalisation,Material Footprint and E-Waste,e-waste management,"  4 529,00 ",
Sufficiency ,Food/Food system,food system transformation,"  4 521,00 ",
Mobility,Mobility access,access to essential service,"  4 481,00 ",
Logistic,Logistic,resilient supply chain,"  4 477,00 ",
Trade,Crisis Management,Resource Security,"  4 469,00 ",
Sufficiency ,Urban inequalities,urban-rural disparity,"  4 446,00 ",
Sufficiency ,Justice,energy justice,"  4 441,00 ",
Sufficiency ,Adaptation,climate adaptation strategies,"  4 423,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainability Trends,"  4 396,00 ",
Logistic,Transport infrastructure,interconnect network,"  4 365,00 ",
Trade,Power Dynamics and Trade,Sustainable Trade,"  4 336,00 ",
Housing,Buildings and their Attributes,hospital facility,"  4 320,00 ",
Logistic,Transport infrastructure,zero-emission vehicle,"  4 308,00 ",
Sufficiency ,Social and Economic Sustainability Goals,shared parenting,"  4 295,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,time bank,"  4 273,00 ",
Housing,Using Buildings,under-occupation,"  4 249,00 ",
Logistic,Logistic policies,CSRD,"  4 248,00 ",
Sufficiency ,Drivers of production,sustainable procurement,"  4 246,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Cross-Border Collaboration,"  4 245,00 ",
Food,Alternative and future farming approaches,mixed farming systems,"  4 231,00 ",
Food,Practices,evidence-based nutrition,"  4 183,00 ",
Logistic,Transport infrastructure,heavy-goods vehicle,"  4 163,00 ",
Trade,Industry,Emissions cap,"  4 140,00 ",
Logistic,Logistic,SSCM,"  4 132,00 ",
Mobility,Mobility safety,road fatality,"  4 122,00 ",
Sufficiency ,Needs,housing need,"  4 081,00 ",
Mobility,Mobility access,transport availability,"  4 077,00 ",
Urban settlements ,Urban form and morphology,Suburban sprawl,"  4 074,00 ",
Food,Soil health and soil management,sustainable soil management,"  4 070,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Dense cities,"  4 061,00 ",
Sufficiency ,Resource,water management policy,"  4 059,00 ",
Food,Resource,water management policies,"  4 059,00 ",
Urban settlements ,Urban waste management infrastructure,incineration of wastes,"  4 032,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",digital activism,"  3 983,00 ",
Sufficiency ,Justice,energy inequality,"  3 967,00 ",
Mobility,Energy/resource/emissions,emission from transport,"  3 950,00 ",
Trade,Power Dynamics and Trade,Trade Protectionism,"  3 946,00 ",
Mobility,"Infrastructure, planning, policy",mobility policy,"  3 940,00 ",
Sufficiency ,Social impact (general),vegetarian food,"  3 939,00 ",
Food,Water management and drought resilience,precision irrigation,"  3 937,00 ",
Sufficiency ,Political Make-up & Governance,governance accountability,"  3 934,00 ",
Trade,Innovation / Technology,collaborative economy,"  3 914,00 ",
Sufficiency ,International initiatives impact on local sufficiency,"United Nations Educational, Scientific and Cultural Organisation","  3 879,00 ",
Sufficiency ,Social,societal organization,"  3 874,00 ",
Sufficiency ,Environmental advantages/benefits,regenerative agriculture,"  3 870,00 ",
Trade,Food & Nutrition,Regenerative agriculture,"  3 870,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Regional Adaptation,"  3 855,00 ",
Logistic,Logistic,logistics efficiency,"  3 837,00 ",
Sufficiency ,Political Make-up & Governance,political decentralization,"  3 828,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Oxfam International,"  3 784,00 ",
Sufficiency ,Technology and Data in Urban Development,local govern,"  3 776,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",disability inclusion,"  3 747,00 ",
Food,Soil health and soil management,soil organic carbon sequestration,"  3 735,00 ",
Logistic,Logistic,autonomous technology,"  3 722,00 ",
Trade,Policy & Governance,Global Economic Governance,"  3 721,00 ",
Mobility,Energy/resource/emissions,mobility environment,"  3 719,00 ",
