"openalex_id";"chunk_id";"regional_group";"single_policy_item";"geographical_scopes";"main_country_focus";"human_needs";"natural_resources";"wellbeing";"justice";"planetary_boundaries"
W4408378186;4;Oceania;Ensure ongoing access to rehabilitation services for stroke survivors beyond the period of inpatient care.;{'Countries'};{'Australia'};;;;;
W4408378186;5;Oceania;Expand access to stroke rehabilitation services across all geographical regions, including rural and remote areas;{'Countries'};;;;;;
W4408378186;5;Oceania;Ensure culturally safe rehabilitation services for all Australians, particularly indigenous populations;{'Countries'};;;;;;
W4408378186;5;Oceania;Establish a comprehensive national database for stroke rehabilitation data, including person-level data and long-term outcomes;{'Countries'};;;;;;
W4408378186;5;Oceania;Increase investment in stroke rehabilitation services to reduce long-term disability;{'Countries'};;;;;;
W4408378186;5;Oceania;Standardize workforce staffing levels across all rehabilitation settings, ensuring access to all recommended professions, including psychologists and social workers;{'Countries'};;;;;;
W4408378186;5;Oceania;Conduct research to test the efficiency of stroke rehabilitation models within the Australian context;{'Countries'};;;;;;
W4408378186;5;Oceania;Implement consistent data collection and reporting for telerehabilitation services and technology use.;{'Countries'};;;;;;
W4408378186;6;Oceania;Conduct research to test the efficiency of stroke rehabilitation models within the Australian context;{'Countries'};{'Australia'};;;;;
W4408378186;6;Oceania;Establish national data collection systems to track rehabilitation pathways and outcomes;{'Countries'};{'Australia'};;;;;
W4408378186;6;Oceania;Develop models of rehabilitation care that address long-term recovery and access gaps;{'Countries'};{'Australia'};;;;;
W4408378186;6;Oceania;Integrate health outcomes data with national, state, and territory government data;{'Countries'};{'Australia'};;;;;
W4408378186;6;Oceania;Address the cultural and economic barriers in the current rehabilitation system;{'Countries'};{'Australia'};;;;;
W4408378186;6;Oceania;Provide lifelong services to match the long-term nature of stroke disability.;{'Countries'};{'Australia'};;;;;
W4408378186;7;Oceania;N/A;{'Countries'};{'Australia'};;;;;
W3131671166;0;North America;Implement climate change mitigation strategies to reduce ocean warming and salinification;;;;;;;
W3131671166;0;North America;Enhance ocean monitoring programs to track long-term trends in temperature, salinity, and oxygen levels;;;;;;;
W3131671166;0;North America;Conduct comprehensive studies on intermediate and deep water variability and trends;;;;;;;
W3131671166;0;North America;Investigate the causes of ocean deoxygenation and develop mitigation strategies;;;;;;;
W3131671166;0;North America;Promote research on the impacts of ocean warming and deoxygenation on marine ecosystems.;;;;;;;
W3131671166;1;North America;Investigate the loss of oxygen from the surface ocean due to gas flux;;;;;;;
W3131671166;1;North America;Study supplies of new nitrogen sources from nitrogen fixation and dissolved organic nitrogen;;;;;;;
W3131671166;1;North America;Monitor changes in ocean biology and physics contributing to deoxygenation;;;;;;;
W3131671166;1;North America;Assess the impact of increased primary production and organic matter on oxygen levels;;;;;;;
W3131671166;1;North America;Quantify anthropogenic CO2 uptake and its effects on ocean chemistry.;;;;;;;
W3131671166;2;Western European;Monitor ocean carbon chemistry changes;;;;;;;
W3131671166;2;Western European;Mitigate ocean acidification;;;;;;;
W3131671166;2;Western European;Study long-term impacts of increased CO2 uptake on marine ecosystems;;;;;;;
W3131671166;3;Western European;Monitor long-term trends in seawater fCO2 and atmospheric fCO2 to understand air–sea CO2 gas exchange;;;;;;;
W3131671166;3;Western European;Investigate the impact of temperature, salinity, and alkalinity on seawater fCO2 and ocean CO2 uptake;;;;;;;
W3131671166;3;Western European;Assess decade-to-decade variations in seawater fCO2 increase and ocean CO2 uptake;;;;;;;
W3131671166;3;Western European;Study the Revelle factor (β) and its influence on the ocean's capacity to absorb CO2;;;;;;;
W3131671166;3;Western European;Evaluate the declining ocean CO2 absorption capacity and its feedback on anthropogenic CO2 distribution;;;;;;;
W3131671166;3;Western European;Conduct further research to understand the factors influencing winter to summer fCO2 differences and their rates of change.;;;;;;;
W3131671166;4;North America;Increase the frequency of shipboard observations to capture seasonal variations in fCO2;;;;;;;
W3131671166;4;North America;Investigate the ecological impacts of ocean acidification on marine organisms and ecosystems;;;;;;;
W3131671166;4;North America;Develop and implement policies to reduce CO2 emissions and mitigate ocean acidification;;;;;;;
W3131671166;4;North America;Monitor and assess the long-term changes in oceanic CO2 levels and related parameters;;;;;;;
W3131671166;4;North America;Enhance international cooperation and data sharing to improve the understanding and management of ocean acidification.;;;;;;;
W3131671166;7;North America;Incorporate alkalinity changes in global syntheses of winter–summer fCO2 difference;;;;;;;
W3131671166;7;North America;Refine coupled ocean–atmosphere models to better represent decade-to-decade variability in ocean carbon sinks;;;;;;;
W3131671166;7;North America;Conduct further observational studies to validate and improve models of ocean carbon dynamics.;;;;;;;
W4412686033;0;African States;Adopt WHO Guidelines for PM2.5 to evaluate and manage health risks in eMbalenhle;;;;;;;
W4412686033;0;African States;Implement stricter air quality regulations to reduce PM2.5 exposure, particularly for vulnerable populations such as elders;;;;;;;
W4412686033;0;African States;Increase monitoring and enforcement of air quality standards to ensure compliance with health-protective levels;;;;;;;
W4412686033;0;African States;Develop targeted public health interventions to mitigate the carcinogenic risks associated with PM2.5 exposure in high-risk groups.;;;;;;;
W4412686033;1;African States;Implement stricter air quality standards in line with WHO and USEPA guidelines;;;;;;;
W4412686033;1;African States;prioritize public health over economic growth and industrialization;;;;;;;
W4412686033;1;African States;conduct regular high-resolution air quality monitoring;;;;;;;
W4412686033;1;African States;enforce regulations on PM2.5 sources such as traffic emissions, industrial activities, domestic cooking, space heating, waste-burning, and dust from gold mine TSFs;;;;;;;
W4412686033;1;African States;protect vulnerable populations living near PM2.5 sources and gold mine TSFs.;;;;;;;
W4412686033;2;African States;Promulgate stringent emission standards for petrochemical industries, power plants, coal mines, and gold mines;;{'South Africa'};{'Healthcare'};;{'Health'};;
W4412686033;2;African States;Develop more robust air quality guidelines that account for cumulative risks, individual susceptibility, and risk tolerance;;{'South Africa'};{'Healthcare'};;{'Health'};;
W4412686033;2;African States;Implement stricter regulatory action and interventions to prevent further exposure to PM2.5, especially for vulnerable groups;;{'South Africa'};{'Healthcare'};;{'Health'};;
W4412686033;2;African States;Enforce more stringent NAAQS in countries with advanced air quality management and monitoring technologies;;{'South Africa'};{'Healthcare'};;{'Health'};;
W4412686033;2;African States;Prioritize public health and environmental protection over economic growth and industrialization in developing countries.;;{'South Africa'};{'Healthcare'};;{'Health'};;
W4412686033;3;African States;Promulgating stringent emission standards for petrochemical industries, power plants, coal mines and gold mines;;;;;;;
W4412686033;3;African States;Advocating for the transition to cleaner fuels, energy-efficient cookstoves and renewable energy sources to mitigate combustion-related PM2.5 emissions;;;;;;;
W4412686033;3;African States;Adopting low-cost sensors for spatial resolution of air quality monitoring;;;;;;;
W4412686033;3;African States;Issuing early warnings for high pollution days;;;;;;;
W4412686033;3;African States;Raising public awareness to empower communities to take protective measures;;;;;;;
W4412686033;3;African States;Adopting more stringent standards aligned with international standards, including WHO guidelines;;;;;;;
W4412686033;3;African States;Implementing control measures to reduce PM2.5 concentrations, including maintenance of TSFs and increased monitoring in hot spot areas;;;;;;;
W4412686033;3;African States;Reducing exposure duration and exposure frequency by limiting outdoor activities during high pollution events;;;;;;;
W4412686033;3;African States;Conducting in-depth population studies to collect more relevant information;;;;;;;
W4412686033;4;African States;Conduct in-depth population studies to collect relevant information, especially for the highest sensitivity risk parameters;;;;;;;
W4412686033;4;African States;Include spatial variations in PM2.5 concentration measurements to improve representativeness for the general population;;;;;;;
W4412686033;4;African States;Use actual data from the community for all parameters in HQ and CR risk equations, except life expectancy;;;;;;;
W4412686033;4;African States;Collect age-specific activity data and varying susceptibility information to avoid uniform exposure assumptions;;;;;;;
W4412686033;4;African States;Avoid assumptions for exposure duration (ED) and exposure frequency (EF) for all population subgroups.;;;;;;;
W3131417378;0;North America;Develop breeding programs to enhance drought tolerance in crops by selecting for traits such as fresh weight, dry weight, and water content;;;;;;;
W3131417378;0;North America;Implement precision agriculture techniques using Random Forest and Neural Network models to predict and manage water-stress in crops;;;;;;;
W3131417378;0;North America;Promote the use of chlorophyll fluorescence and vegetation indices for early detection of water-stress in plants;;;;;;;
W3131417378;0;North America;Invest in research to understand the genetic basis of drought tolerance in crops;;;;;;;
